Index,Name,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
167,Alex ran,34631.43,2845.9525,8,7,15,5,17.125,15.5,12.535,4,1,568.94,33.80993653,155.5,139.8973239,31.53632528,309.1491286,Standard
168,Alex rax,58191.07,4640.255834,4.5,7,13,2,20.875,10.25,10.435,4.4375,2,1989.14,31.67184704,202,58.35495624,69.06722614,483.4485702,Standard
169,Alex raz,30470.59,2518.215833,3,5,12,4,5.625,5.625,12.07,2.25,2,554.31,31.23076685,307.5,82.25597157,32.99868725,274.377907,Good
170,Alexa,17680.69,1449.390833,6,6,9,4,7.75,12,11.75,10.5,1,887.98,34.25193587,312.5,31.68734043,51.87798005,299.227838,Poor
171,Alexc,43581.71,3679.809167,0,4,8,4,0,11.75,4.335,4.5,2,110.71,32.36231535,205.5,141.2601579,49.057619,309.1536458,Poor
172,Alexe,19071.34,1712.636361,8,5,17,2,29.5,18.75,9.295,4,1,118.72,30.97822613,372.5,181.2941355,36.07318889,309.8997349,Standard
173,Alexei Anishchukq,79357.14,6703.095,2,3,8,4,4,12.625,2.705,1.875,2,1171.51,35.73843959,216.625,171.9987355,85.44689333,570.981779,Standard
174,Alexei Anishchukz,15536.885,1272.740417,9.5,7,28,3.5,40.875,20.625,9.2925,11.9375,0,2253.265,33.56224352,175.5625,38.29457302,18.2810044,286.5588495,Poor
175,Alexei Oreskovicb,24584.095,2108.674584,7,5.5,12.5,3,45.25,17,8.1875,7.4375,0,1332.005,31.38022311,81,59.61715487,95.15681816,265.4364414,Poor
176,Alexei Oreskovicd,36349.28,2885.106667,6,8,26,4,21.5,20.625,16.875,11.875,0,2195.84,34.01307403,124.5,72.66080283,42.7327796,350.4555204,Poor
177,Alexei Oreskovicf,65804.34,5339.432329,5.333333333,5.666666667,7.666666667,3,18.08333333,14.41666667,8.333333333,4,1,929.61,31.45801098,314.1666667,340.6891162,98.79405709,446.7716204,Standard
178,Alexei Oreskovich,48144.78,3994.065,7,6,28,6,25.125,20.875,4.59,7,0,3150.66,32.99807174,86.5,217.2670403,38.6691702,287.7276051,Poor
179,Alexei Oreskovici,36122.51,3108.209167,3,7,20,1,26.625,14.5,1.84,4,1,893.3,30.65751377,362.5,17.20263525,34.55324786,409.9313823,Standard
180,Alexei Oreskovicj,59169.05333,4870.754444,6.541666667,7.208333333,20.33333333,4.666666667,32.79166667,14.79166667,14.42166667,5.708333333,0,1751,31.86760147,179.1666667,154.4926061,76.83882079,359.4876142,Poor
181,Alexei Oreskovicl,48902.3375,4098.520183,6.75,5.25,13.75,2.5,20.34375,14.0625,11.4125,5.5,1,1491.755,30.46844737,214.28125,177.0760241,45.07513803,326.5655114,Standard
182,Alexei Oreskovicn,9375.245,631.2704167,8,9,29,5,16.125,19.375,17.335,6,0,4308.02,34.24859246,8.5,24.28169838,15.98145684,281.5356787,Poor
183,Alexei Oreskovicq,10386.83,1095.569167,7,10,15,5,57.125,19.75,25.01,13.5,0,3911.42,32.98100263,156.625,35.00271392,22.05834124,277.1045862,Poor
184,Alexei Oreskovicr,59936.75667,4942.12355,4.333333333,5.666666667,7.666666667,2.333333333,14.08333333,6.083333333,7.311666667,4.416666667,2,384.9166667,31.80729448,215.8333333,122.5944945,79.35783647,404.9575914,Standard
185,Alexei Oreskovics,31891.035,2554.08625,6.75,7,21,5.25,24.28125,15.46875,9.47875,8.9375,1,1812.7675,32.17581886,190.53125,108.0694546,45.74380541,275.2274749,Poor
186,Alexei Oreskovicw,15068.655,1185.72125,7.5,6.5,21.5,6.5,24.5625,20.9375,11.1675,7.625,0,1840.52,30.41935523,128.5,39.12121005,40.90822702,280.7121051,Poor
187,Alexei Oreskovicx,13840.485,1052.37375,6,7,17,4,7.125,12.625,5.56,3.5,1,687,32.60436783,229.5,35.08888572,37.28637877,264.9259558,Standard
188,Alexei Oreskovicy,18296.91,1226.7425,3,6,20,3,12,18.5,3.76,0,1,587.67,34.04594246,234.5,26.25172433,14.67420218,286.617385,Standard
189,Alexei Oreskovicz,94640.68333,7892.056944,5.333333333,5,11.33333333,1.666666667,18.54166667,12.04166667,10.675,4.791666667,1,851.21,30.79743826,270.1666667,95.18695941,86.24335163,594.4934795,Standard
190,Alexeia,81168.84,6950.07,2,3,2,3,29,0.75,7.515,1.625,2,1367.13,32.46468395,260.5,184.8090174,81.12950868,520.5665285,Poor
191,Alexeie,68131.8,5801.65,7,10,19,7,17.125,17,26.04,12,0,4100.98,31.10195951,49.5,263.0630388,95.89451441,300.2697545,Standard
192,Alexeif,24307.79,1882.009071,4,6,17.5,2.5,11.9375,9.875,10.8525,5.625,1,2655.47,31.68677041,196.5,124.1544922,19.41320754,327.2084193,Poor
193,Alexeih,29854.0575,2516.17433,6,6.25,18.5,4.25,25.96875,14.84375,11.41375,4.75,1,1521.715,32.15428771,245.34375,78.57178318,24.3669532,328.8284549,Standard
194,Alexeij,93144.85,7511.070832,6.5,6,14.5,3.5,16.3125,11.125,5.8625,7,1,2578.585,33.22695414,167,153.4839811,59.01845518,519.9269148,Standard
195,Alexeil,19627.14,1871.595,4,7,11,7,18.5,18,6.83,5.75,1,402.54,29.221927,155.5,87.23339877,18.39666039,244.8983959,Standard
196,Alexeim,28378.94,2348.911667,3,7,13,3,7.5,13.875,9.2,5.5,1,1640.9,33.45213221,199.5,52.55835478,38.28816189,335.971669,Poor
197,Alexein,58545.185,4847.765417,5,2,12,4.5,15.8125,11,9.395,7.875,2,1086.54,32.07672367,157.5,121.0879255,46.72843184,500.6175242,Standard
198,Alexeir,14634.1,1406.508333,10,7,20,6,33.125,14.25,3.2,11.875,0,2638.42,31.00245512,80.5,47.83549587,25.01714151,276.2312417,Poor
199,Alexeit,20958.085,1764.007084,7,6.5,21.5,5,29.5625,17.375,16.2525,6.5625,0,2204.325,30.72352325,216.5,30.97132548,24.04433553,331.0439316,Standard
200,Alexeix,16532.33,1416.694167,5,6,18,7,25,12,18.51,8,1,2551.12,33.30958209,131.5,52.68006789,16.73788523,263.5276986,Standard
201,Alexeiy,71836.67,5862.389167,4.0625,4.0625,11.5,2,16.375,15.25,15.095,8.625,1,1058.4,34.43124601,133.0625,81.32525461,98.10989402,492.2002704,Standard
202,Alexeiz,108702.09,8900.5075,3,4,12,4,12.875,6.25,4.12,1,2,364.81,33.14446665,316.5,313.7135654,131.3033255,376.4192989,Good
203,Alexf,33276.28,2826.023333,4,4,11,4,2,11.625,3.9,7.75,2,371.78,29.68876931,336.625,68.75598033,60.09075233,295.9037083,Good
204,Alexh,18617.03833,1644.419861,7,6.666666667,23,5.666666667,37.875,16,15.70166667,7.666666667,0,2914.443333,28.67576453,147.2083333,47.1029913,21.82779554,305.6995716,Poor
205,Alexj,16218.32,1098.526667,6,6,21,5,47.125,19.125,9.48,8.5,0,4466.33,30.17430987,100.5,64.53311371,34.45789278,265.0692192,Poor
206,Alexk,30429.91,2808.825833,4,6,16,2,26.75,17.125,4.295,3,1,362.48,35.68472919,343.5,29.91407646,62.09848226,375.3375875,Standard
207,Alexl,17827.8125,1370.151042,6.5,5,9,3,13.4375,15.5625,9.4525,4.125,2,857.31,30.32291954,193.5625,28.37810626,36.65178428,293.4911742,Good
208,Alexp,22157.27,1834.439167,6,6,19,4,30,11.375,12.87,8,1,1345.58,33.93648595,146.5,64.04102514,15.59577928,281.3076133,Standard
209,Alexr,33616.73,2828.394167,2,6,10,1,1,2.375,7.105,6.5,2,1267.26,30.776672,361.5,24.11185039,47.36347682,346.9985934,Standard
210,Alexs,82236.895,6987.574585,3,4,14.5,2.5,13.1875,10.125,6.2025,2.3125,2,711.205,32.79460308,319,108.4256203,60.56517067,582.4196632,Good
211,Alexu,121933.215,10076.35125,4.5,4,10.5,2.5,23.6875,7.21875,12.92625,4.90625,2,1679.235,34.89406341,227.09375,125.6900197,106.0828259,482.9563994,Good
212,Alexv,94355.2,8096.6,4,6.333333333,7.666666667,4.333333333,15.66666667,12.08333333,12.23833333,3.166666667,2,631.2866667,31.69733463,285.2083333,218.7265712,104.7853403,566.1186244,Standard
213,Alexw,99926.305,8445.692082,4,6.5,3.5,3,11.9375,6.5625,11.435,6.6875,2,766.96,35.09559247,250.5,77.47085191,69.78944284,345.9017082,Standard
214,Alexx,8459.02,997.9183333,7,7,14,3,16.625,20.375,10.36,8.875,1,789.89,32.56351465,154.5,18.89415692,18.80216024,300.2225392,Good
215,Alexz,48166.53,3930.8775,6,4.5,16.5,5.5,32,15.3125,15.055,7.625,0,1928.63,29.70910444,240.5,194.1385734,41.18218798,302.6654776,Standard
216,Alice Baghdjiank,23767.59,2044.6325,8,7,7,4,26,17.25,9.15,8.5,1,140.57,29.72971799,236.5,46.79928932,14.13324058,354.8787607,Standard
217,Alice Baghdjianq,56668.5,4996.375,4,8,28,2,22,7.625,15.06,12,1,1627.25,28.32357809,110.5,82.49753192,69.7364872,355.9903166,Poor
218,Alice Baghdjianw,33189.63,2688.8025,3,3,6,4,17.625,16.25,1.59,4.625,1,1101.15,33.16412901,196.5,59.38753195,61.3832778,308.8885819,Standard
219,Alicey,17502.19,1380.515833,7,5,6,5,5.375,11.625,14.445,4,1,251.99,36.18572404,162.5,52.99951406,31.19225387,302.6818774,Standard
220,Alina Selyukhd,42072.75,3263.0625,3,6,9,3,12,5,11.47,2.5,2,689.65,33.48133391,370.5,87.08162159,43.83447063,361.082638,Standard
221,Alina Selyukhe,14019.63,1315.3025,9,8,19,6,51.875,20.25,7.97,11.875,0,2177.66,30.47684548,200.5,69.87719095,40.50870373,266.7100744,Poor
222,Alina Selyukhg,28747.25,2523.604167,3,4,3,2,10,10,1.59,5,2,1464.69,32.66806089,188.5,59.81432988,60.57198599,355.4822541,Good
223,Alina Selyukhi,20799.59,1435.299167,2,5,7,0,0,11.75,5.16,1.25,2,33.25,31.51325584,245.5,0,17.28410224,325.3739667,Good
224,Alinay,15400.91,1206.409167,6,5,13,4,4.125,19.875,16.47,5.875,1,854.43,33.87130815,217.625,37.17645496,14.64827818,281.6538469,Standard
225,Alison Griswoldl,17468.19,1453.6825,10,6,25,3,53.125,11.875,8.95,7,1,1495.9,32.47648398,134.5,23.26779435,31.91249318,320.2732481,Poor
226,Alison Griswoldn,31099.925,2602.160417,6.5,4.5,11.5,5.5,30.5,11.25,12.7125,6.25,1,1332.745,30.34755919,145.5,88.69959208,34.5602592,282.4774734,Poor
227,Alison Griswoldo,28027.52,2046.626667,6,6,19,5,32.25,17,8.93,9,0,1438.18,29.77184258,173.5,58.8824746,43.36043133,303.3541273,Poor
228,Alison Griswoldz,21931.995,1887.66625,1,1,1,0,9,8.25,5.94,3,2,900.26,30.14131033,194.5,0,20.60822166,373.5999041,Good
229,Alison Leungg,39799.4,3049.616667,5,7,12,3,6.125,4.375,3.435,1,2,1132.54,34.87675891,197.5,54.9424937,29.47969023,349.7512433,Poor
230,Alisonb,18063.71,1404.309167,4,3,15,5,12.375,19.75,9.89,8,1,1184.37,32.60090942,214.5,43.34317731,10.41187622,278.1526468,Good
231,Alisong,19531.18,1679.598333,7,10,25,5,28.25,16.125,20.74,6,0,3047.42,34.54084674,12.5,68.09035731,38.18616292,252.1573265,Poor
232,Alisonj,44512.24,3701.353333,8,4,13,3,5.875,8.125,18.8,4.5,1,939.29,32.05697915,271.625,71.90679931,58.07817015,411.5493917,Standard
233,Alisonl,26175.31,2088.024681,8,4,11,0,10.25,8.375,18.58,4.75,1,601.78,32.23651055,114.5,65.43836449,16.51508647,403.1613351,Standard
234,Alisonn,14710.215,1352.386029,2,5,9,2,10.625,1.875,3.08,4,2,1373.93,33.47488288,204.5,108.2292742,13.65262938,321.3873275,Good
235,Alisons,107854.84,9245.903333,5,5,16,5,7.75,14.875,7.475,6,1,990.45,31.63031617,190.5,338.8412818,95.98789201,471.4999973,Standard
236,Alisonx,39831.1,3454.258333,1,2,6,1,12.25,12.125,8.33,4.75,2,1.2,31.70016545,330.5,25.7980241,41.79691823,442.0709104,Good
237,Alisony,13461.25,1276.770833,7,3,11,3,23.75,18.5,6.16,2.25,1,1361.06,32.86625626,230.5,20.46242131,33.47563869,300.6258095,Standard
238,Alistair Barra,33102.82,2776.068334,3.5,6,9.5,3.5,7.75,14.25,14.43,6.0625,1,1238.545,32.15792974,166.5,68.75268521,30.09021748,334.8210984,Good
239,Alistair Barrb,14114.89,1155.240833,8,5,5,5,17.125,13.625,18.995,7,1,1453.95,32.76203049,128.625,53.14898591,41.83510733,249.2658143,Standard
240,Alistair Barrc,30635.83,2714.985833,3,5,13,4,20.5,11.5,4.915,0,1,349.58,32.91737462,328.5,88.41637294,36.57877807,303.1555699,Standard
241,Alistair Barre,64901.37,5298.4475,3,5,20,0,15.625,17.75,2.94,1.125,1,442.06,35.48782959,373.5,0,62.39267461,641.7619203,Standard
242,Alistair Barrf,66443.605,5718.967083,4.5,5,20,1.5,37.1875,16.375,3.6375,5.9375,0,1363.9,33.53447511,186,61.36044343,67.41149075,564.9210775,Poor
243,Alistair Barrg,85875.8,7256.316667,1,5,4,2,5.125,3.375,5.645,3.375,2,651.09,36.42891844,277.5,110.5873623,51.5794812,590.140382,Poor
244,Alistair Barri,49306.6125,4143.384375,6,5,14,2,29.125,9.3125,11.6725,5,2,1512.585,31.28663788,154.5,34.58990833,47.64156961,463.4427998,Standard
245,Alistair Barrl,80927.76667,6928.313889,5.333333333,6,6.333333333,3.333333333,21.66666667,12.33333333,11.74166667,5.125,2,647.38,33.71416474,205.1666667,95.6578265,109.3306195,552.9352564,Good
246,Alistair Barrm,27324.7,2295.058333,6,7,20,0,20.5,17.875,16.49,6,1,1385.73,30.58906162,164.5,0,43.71411426,379.6625051,Standard
247,Alistair Barrn,17372.48,1371.706667,9,5,24,9,41,18.125,7.67,13.75,0,4929.35,31.68363142,107.5,102.7849368,16.15917024,216.9540984,Poor
248,Alistair Barrp,113669.6,9285.466667,5,4.5,12,1.5,16.0625,13.375,11.17,1.9375,2,703.76,34.38593504,355,122.4933632,105.9071682,610.8899308,Standard
249,Alistair Barrs,66141.15,5331.2625,3,4,9.5,2.5,10.375,2.8125,10.92,3.6875,2,821.83,33.00031945,280.5,87.24383647,96.94571313,455.5046005,Good
250,Alistair Barrt,31963.59,2566.581976,6.5,7,19,7,18.8125,16.125,20.0775,9.1875,0,2842.87,30.63125452,63,162.8691527,46.0490905,238.9158944,Standard
251,Alistair Barrv,27061.135,2356.094584,4,6,24,4.5,26.3125,11.625,11.5275,9.1875,1,1738.655,31.24387265,111.5,63.28447266,39.42657736,308.9580263,Poor
252,Alistair Barrw,10484.96,1091.746667,10,6,23,9,47,14.125,22.64,12.75,0,3345.76,32.74858906,67.5,59.77990402,0,268.0868116,Poor
253,Alistair Barrx,97590.15,8321.5125,6,6,5,2,29.125,19.75,13.91,2,1,660.27,32.42823706,228.5,83.02341726,73.10491471,631.9688878,Poor
254,Alistair Barry,85351.03,7043.18828,3.5,4,7.5,2,14.125,9.5,3.8275,1.625,2,160.73,30.25159133,320.0625,190.3252705,90.48823704,517.8513779,Standard
255,Alistair Barrz,60585.08,4977.756667,8,6,8,2,21.875,9.125,4.16,4.25,2,461.13,30.58653843,294.5,84.26082494,54.33567926,423.8734785,Poor
256,Alistaira,113405.6,9506.966665,5.5,4.5,11,1,15.3125,10.3125,12.345,3.0625,2,796.26,35.55587285,381.0625,75.62034443,69.95719849,768.1087289,Standard
257,Alistairc,19047.38,1430.281667,6,8,26,6,48.75,19.375,28.54,8,0,2932.27,30.67898918,30.5,55.99002101,26.55836793,275.2321095,Poor
258,Alistaird,32840.655,2672.0292,3,4.5,9.5,3,7.375,6.75,4.1575,4.6875,2,820.06,31.39297605,272,100.5292387,41.79138957,345.4009898,Standard
259,Alistaire,68140.2,5891.35,3,5,14,0,20.5,16.125,5.675,2,1,204.73,34.70251073,338.625,0,92.13628868,647.5232163,Standard
260,Alistairf,28716,2569,7,10,16,5,56,24.875,9.81,12,0,3530.81,30.83060979,92.5,90.72796187,23.0960204,288.6372108,Poor
261,Alistairh,37045.6,2820.133333,5,7,9,1,8.125,2.375,2.055,3.625,2,1411.95,31.16850971,254.5,23.98957507,41.05818603,330.4612613,Standard
262,Alistairj,97889.86,8369.488334,4,3.5,4,2.5,5.25,3.625,3.9375,3.875,2,1250.17,31.03628523,301.5,148.7922963,76.68970436,533.2302167,Good
263,Alistairm,98584.695,8106.89125,6,5,12.5,3,28.8125,16.9375,9.5575,3,1,742.6,33.01168943,264.5625,175.0090761,108.4314621,541.8164256,Standard
264,Alistairn,30171.86,2772.321667,6,7,30,9,50.875,20.375,22.74,9.625,0,3406.51,34.32789284,121.5,205.4039259,40.78148938,189.9979993,Standard
265,Alistairo,62612.27667,5136.023056,5,6.333333333,13,3.333333333,20.29166667,16.58333333,6.81,3.583333333,1,1369.883333,32.74828364,292.5,143.2777061,66.43676221,382.889667,Standard
266,Alistairp,45825.325,3550.277084,6.5,7,18,4,16.625,19.625,7.045,4.375,1,1187.71,33.39105643,260.5625,100.8003339,34.93366824,330.6109394,Poor
267,Alistairr,17018.45,1188.204167,8,6,25,7,15.625,20.625,15.85,14.125,0,4742.17,31.35682279,40.5,62.52607699,21.78775961,278.8937415,Standard
268,Alistairt,41871.89,3764.324167,2,4,4,4,3.625,10,8.385,3.5,2,1268.9,34.06861514,346.5,73.09779735,68.60518242,438.0130349,Standard
269,Alistairu,31467.58,2673.468777,0,5,1,2,14.25,6.875,3.2,4,2,680.89,32.14799546,311.5,137.5809795,89.83200676,352.6914063,Standard
270,Alistairw,53985.365,4663.280417,6,5,11.5,2,19.1875,9.5,12.4825,3.0625,2,491.075,32.27845039,270.5,70.00783797,76.76367243,462.0082185,Good
271,Alistairx,36408.04,3123.003333,7,3,9,0,23.5,8,9.39,5.75,1,903.14,31.22506567,223.5,0,95.95127553,394.3232228,Standard
272,Alistairy,25914.4875,2220.040625,6.5,7,22,5.5,30.375,14.25,11.365,7.25,1,2610.5,32.87721153,233,65.1717274,47.78625228,312.4929272,Poor
273,Alister Bulla,148729.12,12557.09333,2,5,2,3,4.5,12.375,11.605,3,2,130.56,38.92982982,349.5,198.496377,164.7259378,912.6105854,Standard
274,Alister Bullb,19998.005,1454.500417,7,6.5,20.5,3.5,24.8125,13.1875,11.7,6.375,1,1009.87,31.75274612,180,46.65119781,22.16149679,277.8531811,Poor
275,Alister Bulld,30287.5025,2332.458542,3.5,3.5,5,2,9.9375,5.875,3.5175,5.625,2,761.345,30.65818486,340,39.04583602,52.58113251,316.0187599,Good
276,Alister Bullf,16048.76,1623.396667,8,10,18,7,40.625,18.375,11.29,11.375,1,1583.58,34.16677486,174.5,72.00561251,45.24010079,243.1009128,Poor
277,Alister Bullg,85984.45,7040.870834,5.5,4.5,14,2.5,9.25,13.9375,16.015,5.5,1,829.585,33.45388578,258,121.5346443,64.07242735,534.3587758,Poor
278,Alister Bullh,31608.12,2441.01,10,8,34,6,38.625,17.875,27.94,10.375,0,3487.36,33.51745133,80.5,83.09137987,39.00150407,317.2471286,Poor
279,Alister Bulli,122105.64,10307.47,6,3,14,6,22,13.625,10.625,8,1,687.13,30.38658371,172.5,555.1684836,95.89120614,481.9127412,Good
280,Alister Bullj,17461.98,1642.165,6,5,21,2,59,16.875,13.02,10.625,1,1405.7,30.53064277,223.5,28.09484906,30.47899782,283.3634739,Poor
281,Alister Bullk,102745.4,8615.116667,3.625,4.625,11,0,13.875,15,4.55,4,2,465.88,32.8032523,196.5,0,219.4298512,659.5481526,Good
282,Alister Bulll,60515.32,5148.943333,7,6,5,1,7.625,8.625,3.725,5,2,1357.57,34.06130083,355.5,34.48954469,98.51490811,513.8828879,Good
283,Alister Bullm,63432.45,5188.0375,4.625,4.625,16,0,15,12.125,17.87,3.125,1,931.77,31.24559089,253.625,0,61.08499657,566.6060854,Good
284,Alister Bulln,118636.88,9865.406667,8,6,9,1,18.625,15,11.065,4,1,1097.71,36.74576046,246.5,86.54293081,85.9815824,608.0409579,Poor
285,Alister Bullr,36439.06,3248.588333,5,6,5,3,12.125,9.125,2.995,2,2,5.57,33.54904442,254.5,59.99582246,23.03848216,400.079463,Poor
286,Alister Bullt,41077.12,3390.093333,9,7,29,6,61.75,20.75,1.19,11.625,0,1507.89,30.37126958,116.5,199.5840004,36.61294742,294.2413824,Poor
287,Alister Bullv,14901.88,1362.823333,7,7,13,1,11.375,17.25,10.13,3,1,932.33,32.67863694,233.5,7.293280162,54.73227997,334.7244856,Standard
288,Alister Bullw,29256.86,2299.780124,6,4,9,2,27.375,16.875,2.18,3,2,450.74,31.1860155,386.5,125.9311826,33.56246206,381.4535902,Standard
289,Alisterd,124814.04,10164.17,1,3,7,2,26,1.375,5.11,5.25,2,660.33,34.38405234,271.5,138.0194334,67.18115543,816.5036961,Poor
290,Alisterf,90919.905,7441.158752,3.5,5,5.5,0,13.25,0.25,6.04,2,2,883.515,36.09532745,310,0,118.9064405,675.2921909,Poor
291,Alisterg,56141.26,4376.339595,8,4,11,1,11.75,18.125,19.88,8,1,932.69,34.55293552,244.5,322.4201588,50.45894432,497.1134666,Standard
292,Alisterh,39755.36,3188.946667,9,10,27,9,53.375,23.625,4.05,11.25,0,1721.47,31.8150336,112.5,154.2282115,34.85221014,269.2640004,Poor
293,Alisteri,70112.78,5989.731667,1,7,3,2,5,2.875,2.25,3.5,2,877.06,34.10956703,301.5,69.71794787,91.7246916,479.9213762,Poor
294,Alistern,7168.48,556.3733333,7,8,20,8,56,17.75,7.185,7.875,0,2673.71,31.49186951,146.5,45.94457263,13.3827795,250.6395281,Poor
295,Alistero,39215.88,3419.99,5,6,13,6,8,18,17.725,5,1,1903.55,31.2198816,133.5,159.1221442,56.66826501,308.0914977,Poor
296,Alisterp,79846.48,6576.873333,5,3,1,2,16.25,2.25,5.18,0,2,1187.67,37.46582492,244.5,132.5088523,92.44180216,561.7214162,Poor
297,Alisterr,14012.055,1464.67125,4,6,14,3,29.5,9,1.05,2.25,1,702.16,31.10099606,187.625,29.83798149,34.62506612,285.0418622,Standard
298,Alisterz,132897.24,11193.77,3,5,7,1,8.625,0.75,12.6,4,2,1473.37,31.81198704,395.625,67.30924983,120.7711517,1014.326857,Standard
299,Allenb,14619.875,1058.322917,4,5,6,3,21.625,11.25,5.63,4,2,107.8,28.14902442,253.5,18.81136373,12.80287136,312.7213329,Poor
300,Allenn,14930.95,969.2458333,3,4,3,4,12,7.875,11.365,3,2,1326.75,30.77277549,202.5,25.21902009,33.51412346,279.0716856,Good
301,Allison Martellj,65278.92,5402.91,10,7,19,3,43,24.75,2.68,14.75,0,1367.57,32.38011845,215.5,145.6007,91.71001151,372.8394065,Poor
302,Allison Martellm,46010.4,3815.2,3,6,32,7,10.375,11.625,19.66,10.5,1,1274.59,29.90301687,132.5,182.1109459,27.19392375,240.8145126,Poor
303,Allison Martelln,47165.44,3782.453333,8,4,7,0,29.75,14.625,7.135,4.25,1,248.98,30.71152538,330.5,0,50.72871586,499.3967602,Standard
304,Allison Martells,54378.51,4369.5425,6,10,15,5,47,24.625,1.61,7,0,1482.64,30.35303616,199.5,153.5068612,50.29816978,379.8415077,Poor
305,Allison Martelly,27865.26,2606.105,4,3,6,1,23.25,17.875,18.175,5,1,635.59,27.07750582,367.5,17.69844332,46.78581394,370.5947237,Standard
306,Allison Martellz,14515.84,1123.653333,6,5,5,3,26.375,17.625,14.985,5,1,1470.11,33.8663702,100.5,34.8678013,40.1297195,274.9678455,Standard
307,Allisonq,38365.21,3258.100833,4,4,5,2,5.375,11.125,1.66,3.75,2,121.17,32.211524,346.5,35.0070255,28.8864532,424.6274686,Good
308,Allisonz,15217.1,1448.091667,8.25,5.25,27,3,48.375,15.625,3.62,12.25,0,1766.65,33.35583251,152.5,35.04243178,17.39963021,310.4489787,Poor
309,Aloisib,85038.87,6836.5725,0,2,6,3,5.875,7.625,4.11,2,2,995.2,32.86643699,276.5,154.4102475,73.66301451,555.1151703,Good
310,Aloisig,29143.88,2257.656667,8,5,14,3,9.625,12.5,7.34,4.625,1,518.69,33.69652982,187.5,45.60702455,76.70628397,285.9956372,Standard
311,Alonso Soton,151854.56,12446.54667,3,4,9,3,8.875,2.375,10.17,2,2,1205.6,35.84417063,191.5,316.4817264,136.0746712,593.9694923,Standard
312,Alper Davew,19956.75,1587.0625,6,5,1,2,16.125,15,5.485,3.5,2,1271.85,30.27854433,282.5,28.52010955,32.99727658,292.1734029,Good
313,Alpera,20849.95,1951.495833,8,3,7,1,24.5,20.375,4.33,2,1,327.77,33.05686033,326.5,9.060348683,49.57212198,348.7548321,Standard
314,Alpere,18969.19,1849.765833,1,7,8,0,12.5,9.25,3.36,2.25,2,54.82,28.32187905,280.625,0,49.97686544,351.561402,Poor
315,Alperj,130523.64,10106.47263,6,5,11,1,5.25,8.375,12.735,10.5,1,481.33,36.01815253,214.5,630.7373036,77.55286565,718.7296304,Good
316,Alpern,132180.24,11119.02,5,7,8,2,5,2.75,4.52,5.875,2,747.86,35.4235988,391.5,155.1618339,76.58520775,763.9306605,Poor
317,Alpers,28840.47,2466.3725,7,7,15,0,9.25,9.75,17.2,0,1,196.82,34.2905026,359.5,0,36.66920639,352.8318323,Standard
318,Alperw,13764.6925,1288.057709,5.5,6.5,20,3,25.375,12.5625,13.08,9.75,1,1914.145,30.29662834,149,20.50334954,29.32743387,301.173045,Standard
319,Alperx,21206.82,1881.235,1,5,4,1,0.625,10.75,4.125,4,2,246.86,30.98243436,300.625,14.43114591,14.88002975,333.8308205,Good
320,Alsharifd,43419.77,3321.314167,4,6,6,2,1.75,10.125,3.3,2.5,2,158.54,29.44115065,377.5,53.41563972,31.55511947,393.1420706,Good
321,Altmeyern,108337.32,8543.246553,3,4,20,4,4.875,14,12.255,6.625,1,434.61,32.62879015,359.5,601.8040182,82.40664804,592.1887774,Good
322,Altmeyerp,108161.7,9151.475,5,6,1,2,26.5,12.875,6.16,3.75,2,633.47,27.67089663,299.5,169.6742678,146.139283,475.7791785,Good
323,Altmeyerv,41797.94,3618.161667,1,1,3,3,3.25,1.125,5.985,7.125,2,1253.67,30.81023376,365.5,73.43045136,69.14083209,377.9666693,Good
